plateId,wellId,mutant,geneLocus,function,umap1,umap2,functionalGroup,dotColor
Plate1_Drawer3 27-Aug-2025 15-51-30,G12,VC_0900,VC_0900,GGDEF family protein; Similar to PID:1652841; identified by sequence similarity; putative.,8.733527,2.692586,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,G2,VC_A0171,VC_A0171,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.4348,2.4732945,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,G3,fliJ,VC_2129,"Flagellar protein FliJ, putative; Similar to PID:1071644 SP:P52613 GB:U00096 PID:1736608 PID:1788252; identified by sequence similarity; putative.",11.408082,4.0909514,Motility,#ff0004
Plate1_Drawer3 27-Aug-2025 15-51-30,G4,VC_0161,VC_0161,Transcriptional activator IlvY; Similar to GB:L42023 SP:P44821 PID:1005575 PID:1220765 PID:1204932; identified by sequence similarity; putative; Belongs to the LysR transcriptional regulatory family.,7.7428493,5.334267,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,G5,VC_0405,VC_0405,MSHA biogenesis protein MshE; Similar to PID:791156 PID:791159; identified by sequence similarity; putative.,9.721181,9.395028,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,G6,VC_1295,VC_1295,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP) to GMP in vitro. Increases motility and decreases biofilm formation in vivo.,10.276102,11.584754,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,G7,flgD,VC_2198,Basal-body rod modification protein FlgD; Required for flagellar hook formation. May act as a scaffolding protein.,11.670771,-0.9848919,Motility,#ff0004
Plate1_Drawer3 27-Aug-2025 15-51-30,G8,manC,VC_0241,Mannose-1-phosphate guanylyltransferase; Similar to GB:X59554 SP:Q07024 PID:48383; identified by sequence similarity; putative.,2.3715453,-0.83335614,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 27-Aug-2025 15-51-30,H1,flhG,VC_2067,MinD-related protein; Similar to GP:3695013; identified by sequence similarity; putative. MULTIPLE FILAMENTS,2.696414,6.219435,Motility,#ff0004
Plate1_Drawer3 27-Aug-2025 15-51-30,H10,trpR,VC_0701,"Trp operon repressor, putative; This protein is an aporepressor. When complexed with L- tryptophan it binds the operator region of the trp operon and prevents the initiation of transcription (By similarity).",9.428703,5.3124294,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H11,greA,VC_0634,"Transcription elongation factor GreA; Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides.",8.77625,7.2764792,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H12,VC_0419,VC_0419,Cytoplasmic axial filament protein; Similar to SP:P25537 PID:48826 PID:606187 GB:U00096 PID:1789645; identified by sequence similarity; putative.,10.101636,8.042877,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H2,VC_A0940,VC_A0940,"Transcriptional regulator, DeoR family; Similar to SP:P09392 GB:M96795 PID:146186 PID:606358 GB:U00096; identified by sequence similarity; putative.",9.584598,3.6989067,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H3,ectA,VC_A0825,"L-2,4-diaminobutyric acid acetyltransferase; Catalyzes the acetylation of L-2,4-diaminobutyrate (DABA) to gamma-N-acetyl-alpha,gamma-diaminobutyric acid (ADABA) with acetyl coenzyme A.",10.020528,8.338131,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H4,VC_A0840,VC_A0840,"Deoxycytidylate deaminase, putative; Similar to SP:P33968 GB:X70289 PID:396216; identified by sequence similarity; putative.",9.311112,7.4859686,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H6,VC_2522,VC_2522,Conserved hypothetical protein; Identified by Glimmer2; putative.,10.126169,8.237574,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H7,glmS,VC_0487,"Glucosamine--fructose-6-phosphate aminotransferase (isomerizing); Catalyzes the first step in hexosamine metabolism, converting fructose-6P into glucosamine-6P using glutamine as a nitrogen source.",9.715248,7.5376425,Unclassified,#ff00c3
Plate1_Drawer3 27-Aug-2025 15-51-30,H8,manA,VC_0269,Mannose-6-phosphate isomerase; Similar to SP:P25081 GB:X57117 PID:48820; identified by sequence similarity; putative; Belongs to the mannose-6-phosphate isomerase type 1 family.,2.3852386,-0.8402896,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 27-Aug-2025 15-51-30,H9,nusB,VC_2267,N utilization substance protein B; Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons.,9.817358,9.515098,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A1,ung,VC_2359,uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.,9.5441065,4.852023,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A10,VC_1462,VC_1462,RstB2 protein; Similar to GP:2564358; identified by sequence similarity; putative.,8.154569,6.33552,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A12,wavA,VC_0223,"ADP-heptose--LPS heptosyltransferase II, putative; Similar to GB:L42023 SP:P44011 PID:1003930 PID:1222457 PID:1204774; identified by sequence similarity; putative.",8.123563,5.453065,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 29-Aug-2025 10-38-44,A2,VC_2453,VC_2453,Sensor histidine kinase/response regulator; Similar to GB:D10888 SP:P26607 PID:216535 PID:882680 GB:U00096; identified by sequence similarity; putative.,9.228889,6.0047545,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A3,VC_2311,VC_2311,HesA/MoeB/ThiF family protein; Similar to GB:D21145 PID:471103 PID:882707 GB:U00096 SP:Q46927; identified by sequence similarity; putative.,9.266474,5.566414,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A4,lipA,VC_0943,"Lipoic acid synthetase; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives.",4.6783056,1.0685318,Pyruvate Flux,#39ff14
Plate1_Drawer3 29-Aug-2025 10-38-44,A5,rsmJ,VC_0073,Conserved hypothetical protein; Specifically methylates the guanosine in position 1516 of 16S rRNA.,8.4579935,4.1435876,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A7,pckA,VC_2738,Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA. Belongs to the phosphoenolpyruvate carboxykinase (ATP) family.,9.194873,1.6319925,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,A8,rluD,VC_0709,"Ribosomal large subunit pseudouridine synthase D; Responsible for synthesis of pseudouridine from uracil at positions 1911, 1915 and 1917 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RluA family.",7.18694,5.762317,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B1,flgB,VC_2200,"Flagellar basal-body rod protein FlgB; Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body.",7.2242327,0.6006011,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,B10,flgP,VC_2206,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.138893,1.3635217,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,B11,fliQ,VC_2122,Flagellar biosynthetic protein FliQ; Role in flagellar biosynthesis. Belongs to the FliQ/MopD/SpaQ family.,9.208936,-1.399189,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,B12,argF,VC_2508,Ornithine carbamoyltransferase; Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline; Belongs to the aspartate/ornithine carbamoyltransferase superfamily. OTCase family.,7.9643736,7.1926975,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B2,fliS,VC_2138,Flagellar protein FliS; Similar to GB:U12816 PID:1254205; identified by sequence similarity; putative.,9.603561,-1.5522158,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,B3,VC_A1081,VC_A1081,Hypothetical protein; Identified by Glimmer2; putative.,9.379495,4.4101634,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B4,VC_1909,VC_1909,Hypothetical protein; Identified by Glimmer2; putative.,10.664008,8.54054,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B5,VC_0449,VC_0449,Methyl-accepting chemotaxis protein; Similar to GB:X61367 PID:48195; identified by sequence similarity; putative.,7.6411076,7.126441,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B6,VC_1498,VC_1498,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.427929,8.58273,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B7,VC_2756,VC_2756,Potassium uptake protein TrkH; Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA; Belongs to the TrkH potassium transport family.,9.523575,4.323996,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B8,VC_0113,VC_0113,Methyltransferase-related protein; Similar to SP:P37431 PID:295895; identified by sequence similarity; putative.,8.777337,4.211908,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,B9,VC_1423,VC_1423,Hypothetical protein; Identified by Glimmer2; putative.,8.491966,6.5151463,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C1,VC_A0588,VC_A0588,"Peptide ABC transporter, ATP-binding protein, putative; Similar to SP:P33916 PID:405909 GB:U00096 PID:1736845 PID:1788506; identified by sequence similarity; putative; Belongs to the ABC transporter superfamily.",8.020839,8.637979,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C10,epsC,VC_2734,"General secretion pathway protein C; Involved in a type II secretion system (T2SS, formerly general secretion pathway, GSP) for the export of proteins (By similarity). Required for secretion of cholera toxin through the outer membrane.",9.13271,10.29888,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C11,proQ,VC_1497,"Conserved hypothetical protein; RNA chaperone with significant RNA binding, RNA strand exchange and RNA duplexing activities; Belongs to the ProQ family.",7.8453526,8.325436,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C12,VC_2627,VC_2627,DamX-related protein; Similar to SP:P11557 GB:Z19601 PID:41226 PID:43274 PID:606322; identified by sequence similarity; putative.,8.416727,6.6227627,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C2,gshB,VC_0468,Glutathione synthetase; Similar to SP:P04425 GB:X01666 PID:41625 PID:882476 GB:U00096; identified by sequence similarity; putative.,6.1585307,2.7626247,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C3,potB,VC_1427,"Spermidine/putrescine ABC transporter, permease protein; Similar to GB:M64519 SP:P23860 PID:147327 GB:U00096 PID:1651552; identified by sequence similarity; putative.",10.6095295,1.5384791,Polyamine Import,#14f7f0
Plate1_Drawer3 29-Aug-2025 10-38-44,C4,flgE,VC_2197,Flagellar hook protein FlgE; Similar to GB:X51737 SP:P16322 GB:X52093 PID:47673; identified by sequence similarity; putative.,11.805849,-0.65240943,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,C5,glyQ,VC_0021,"glycyl-tRNA synthetase, alpha chain; Similar to SP:P00960 GB:J01622 PID:146222 PID:146225 PID:466698; identified by sequence similarity; putative.",8.364736,7.5551076,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C6,VC_0462,VC_0462,Twitching motility protein PilT; Similar to SP:P24559 GB:X67095 PID:151490; identified by sequence similarity; putative.,9.062614,6.228508,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C8,VC_0399,VC_0399,MSHA biogenesis protein MshI; Similar to PID:791156 PID:791153; identified by sequence similarity; putative.,8.163859,4.233734,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,C9,fliD,VC_2140,"Flagellar hook-associated protein FliD; FILAMENT CAP Required for the morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end (By similarity).",10.293205,7.313858,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,D1,VC_0196,VC_0196,ATP-dependent DNA helicase RecQ; Similar to GB:M87049 SP:P15043 GB:M30198 PID:147559 PID:148221; identified by sequence similarity; putative.,8.656966,5.7955766,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,D10,VC_2270,VC_2270,Riboflavin,5.251336,1.3082614,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,D12,wbeG,VC_0245,rfbG protein; Similar to GB:X59554 PID:48387; identified by sequence similarity; putative.,9.011812,3.2031622,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 29-Aug-2025 10-38-44,D2,VC_1933,VC_1933,Hypothetical protein; Identified by Glimmer2; putative.,8.781948,4.794021,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,D3,VC_A0001,VC_A0001,Hypothetical protein; Identified by Glimmer2; putative.,8.923305,8.448173,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,D5,pilC,VC_2425,Type IV pilin biogenesis protein PilC; Involved in the translocation of the type IV pilin; Belongs to the GSP F family.,9.280538,9.034366,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E1,VC_A0759,VC_A0759,"Arginine ABC transporter, periplasmic arginine-binding protein; Similar to SP:P30859 GB:X67753 GB:X86160 PID:40931 PID:769791; identified by sequence similarity; putative; Belongs to the bacterial solute-binding protein 3 family.",7.703077,5.61244,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E10,VC_1887,VC_1887,Hypothetical protein; Identified by Glimmer2; putative.,5.2004886,-5.7759695,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E11,VC_A0620,VC_A0620,"Thiosulfate sulfurtransferase SseA, putative; Similar to SP:P31142 GB:U00096 PID:1788869 PID:1799924; identified by sequence similarity; putative.",10.481278,10.587086,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E12,trmJ,VC_0746,"RNA methyltransferase, TrmH family; Catalyzes the formation of 2'O-methylated cytidine (Cm32) or 2'O-methylated uridine (Um32) at position 32 in tRNA.",8.061397,9.666761,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E2,VC_A0785,VC_A0785,GGDEF family protein; Similar to PID:1651932; identified by sequence similarity; putative.,8.521915,2.3129537,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E3,fliE,VC_2134,Flagellar hook-basal body complex protein FliE; Similar to PID:2338730; identified by sequence similarity; putative.,10.1124115,2.3450818,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,E4,VC_1581,VC_1581,"NADH dehydrogenase, putative; Similar to SP:P33607 PID:397909 GB:U00096 PID:1788614 PID:1799638; identified by sequence similarity; putative.",7.885137,7.238989,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,E5,fliP,VC_2123,Flagellar biosynthetic protein FliP; Plays a role in the flagellum-specific transport system. Belongs to the FliP/MopC/SpaP family.,9.382086,-1.3390793,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,E6,lpxM,VC_0212,Lipid A biosynthesis (kdo)2-(lauroyl)-lipid IVA acyltransferase; Catalyzes the transfer of myristate from myristoyl-acyl carrier protein (ACP) to Kdo(2)-(lauroyl)-lipid IV(A) to form Kdo(2)- lipid A.,10.315993,2.712447,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 29-Aug-2025 10-38-44,F10,cdgJ,VC_0137,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP). Positively regulates motility and negatively regulates biofilm formation.,7.055598,5.9984417,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F11,recO,VC_2459,DNA repair protein RecO; Involved in DNA repair and RecF pathway recombination.,8.694378,2.861539,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F12,VC_A0999,VC_A0999,"Transcriptional regulator, TetR family; Similar to GB:U00096 PID:1787354; identified by sequence similarity; putative.",7.942819,6.532216,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F2,VC_2224,VC_2224,GGDEF family protein; Similar to GB:U00096 PID:1787603; identified by sequence similarity; putative.,8.447534,9.783021,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F3,VC_A1099,VC_A1099,"ABC transporter, permease protein; Similar to SP:P33591 GB:X73143 PID:404846 PID:466613 GB:U00096; identified by sequence similarity; putative.",9.658016,10.816503,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F4,VC_1320,VC_1320,DNA-binding response regulator; Similar to PID:1079807 SP:P52108 GB:U00096 PID:1742647 PID:1742658; identified by sequence similarity; putative.,8.870049,9.348557,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F5,VC_1319,VC_1319,Sensor histidine kinase; Similar to GB:M36795 SP:P08336 GB:X13307 PID:145590 PID:305015; identified by sequence similarity; putative.,8.922596,9.679988,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F6,VC_A0536,VC_A0536,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.243549,9.507722,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F7,VC_1414,VC_1414,"Thermostable carboxypeptidase 1; Broad specificity carboxypetidase that releases amino acids sequentially from the C-terminus, including neutral, aromatic, polar and basic residues.",8.115369,9.732638,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F8,VC_A0527,VC_A0527,Conserved hypothetical protein; Identified by Glimmer2; putative.,7.3559246,8.168206,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,F9,argH,VC_2641,Argininosuccinate lyase; Similar to SP:P11447 GB:J01590 GB:M21446 PID:145335 PID:396307; identified by sequence similarity; putative.,10.613803,11.737261,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G10,rluE,VC_1140,Pseudouridine synthase family 1 protein; Responsible for synthesis of pseudouridine from uracil-2457 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RsuA family.,9.237544,2.42933,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G11,VC_2524,VC_2524,Conserved hypothetical protein; Catalyzes the hydrolysis of 3-deoxy-D-manno-octulosonate 8- phosphate (KDO 8-P) to 3-deoxy-D-manno-octulosonate (KDO) and inorganic phosphate; Belongs to the KdsC family.,9.467433,9.842811,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G12,VC_0900,VC_0900,GGDEF family protein; Similar to PID:1652841; identified by sequence similarity; putative.,9.515928,2.5947325,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G2,VC_A0171,VC_A0171,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.831265,2.1831055,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G3,fliJ,VC_2129,"Flagellar protein FliJ, putative; Similar to PID:1071644 SP:P52613 GB:U00096 PID:1736608 PID:1788252; identified by sequence similarity; putative.",10.441067,3.3138113,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,G4,VC_0161,VC_0161,Transcriptional activator IlvY; Similar to GB:L42023 SP:P44821 PID:1005575 PID:1220765 PID:1204932; identified by sequence similarity; putative; Belongs to the LysR transcriptional regulatory family.,9.264382,5.1803374,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G5,VC_0405,VC_0405,MSHA biogenesis protein MshE; Similar to PID:791156 PID:791159; identified by sequence similarity; putative.,7.7942243,7.34814,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G6,VC_1295,VC_1295,Conserved hypothetical protein; Phosphodiesterase (PDE) that catalyzes the hydrolysis of cyclic diguanylate (c-di-GMP) to GMP in vitro. Increases motility and decreases biofilm formation in vivo.,7.899376,9.156966,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,G7,flgD,VC_2198,Basal-body rod modification protein FlgD; Required for flagellar hook formation. May act as a scaffolding protein.,11.692324,-0.9547774,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,G8,manC,VC_0241,Mannose-1-phosphate guanylyltransferase; Similar to GB:X59554 SP:Q07024 PID:48383; identified by sequence similarity; putative.,2.2236857,-0.47103867,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 29-Aug-2025 10-38-44,H1,flhG,VC_2067,MinD-related protein; Similar to GP:3695013; identified by sequence similarity; putative. MULTIPLE FILAMENTS,2.9084673,6.3832955,Motility,#ff0004
Plate1_Drawer3 29-Aug-2025 10-38-44,H10,trpR,VC_0701,"Trp operon repressor, putative; This protein is an aporepressor. When complexed with L- tryptophan it binds the operator region of the trp operon and prevents the initiation of transcription (By similarity).",8.723932,3.9822237,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,H11,greA,VC_0634,"Transcription elongation factor GreA; Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides.",9.952554,9.291339,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,H2,VC_A0940,VC_A0940,"Transcriptional regulator, DeoR family; Similar to SP:P09392 GB:M96795 PID:146186 PID:606358 GB:U00096; identified by sequence similarity; putative.",8.941756,4.0692315,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,H3,ectA,VC_A0825,"L-2,4-diaminobutyric acid acetyltransferase; Catalyzes the acetylation of L-2,4-diaminobutyrate (DABA) to gamma-N-acetyl-alpha,gamma-diaminobutyric acid (ADABA) with acetyl coenzyme A.",8.211479,6.979697,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,H4,VC_A0840,VC_A0840,"Deoxycytidylate deaminase, putative; Similar to SP:P33968 GB:X70289 PID:396216; identified by sequence similarity; putative.",8.98631,6.6981544,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,H6,VC_2522,VC_2522,Conserved hypothetical protein; Identified by Glimmer2; putative.,8.292591,7.378367,Unclassified,#ff00c3
Plate1_Drawer3 29-Aug-2025 10-38-44,H8,manA,VC_0269,Mannose-6-phosphate isomerase; Similar to SP:P25081 GB:X57117 PID:48820; identified by sequence similarity; putative; Belongs to the mannose-6-phosphate isomerase type 1 family.,2.4130049,-0.6946179,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 29-Aug-2025 10-38-44,H9,nusB,VC_2267,N utilization substance protein B; Involved in transcription antitermination. Required for transcription of ribosomal RNA (rRNA) genes. Binds specifically to the boxA antiterminator sequence of the ribosomal RNA (rrn) operons.,7.916951,7.2336507,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A1,ung,VC_2359,uracil-DNA glycosylase; Excises uracil residues from the DNA which can arise as a result of misincorporation of dUMP residues by DNA polymerase or due to deamination of cytosine.,7.1969876,5.2084537,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A10,VC_1462,VC_1462,RstB2 protein; Similar to GP:2564358; identified by sequence similarity; putative.,9.470301,8.132546,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A12,wavA,VC_0223,"ADP-heptose--LPS heptosyltransferase II, putative; Similar to GB:L42023 SP:P44011 PID:1003930 PID:1222457 PID:1204774; identified by sequence similarity; putative.",9.188936,5.363934,O-Antigen Biosynthesis,#0096ff
Plate1_Drawer3 31-Jul-2025 10-11-19,A2,VC_2453,VC_2453,Sensor histidine kinase/response regulator; Similar to GB:D10888 SP:P26607 PID:216535 PID:882680 GB:U00096; identified by sequence similarity; putative.,10.90554,6.7136374,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A3,VC_2311,VC_2311,HesA/MoeB/ThiF family protein; Similar to GB:D21145 PID:471103 PID:882707 GB:U00096 SP:Q46927; identified by sequence similarity; putative.,11.116549,6.397887,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A4,lipA,VC_0943,"Lipoic acid synthetase; Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives.",6.1066513,1.4946402,Pyruvate Flux,#39ff14
Plate1_Drawer3 31-Jul-2025 10-11-19,A5,rsmJ,VC_0073,Conserved hypothetical protein; Specifically methylates the guanosine in position 1516 of 16S rRNA.,8.7751665,9.463856,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A6,potC,VC_1426,"Spermidine/putrescine ABC transporter, permease protein; Similar to GB:M64519 SP:P23859 PID:147328 GB:U00096 PID:1651551; identified by sequence similarity; putative.",8.890743,6.508915,Polyamine Import,#14f7f0
Plate1_Drawer3 31-Jul-2025 10-11-19,A7,pckA,VC_2738,Phosphoenolpyruvate carboxykinase; Involved in the gluconeogenesis. Catalyzes the conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP) through direct phosphoryl transfer between the nucleoside triphosphate and OAA. Belongs to the phosphoenolpyruvate carboxykinase (ATP) family.,9.966241,1.8867899,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,A8,rluD,VC_0709,"Ribosomal large subunit pseudouridine synthase D; Responsible for synthesis of pseudouridine from uracil at positions 1911, 1915 and 1917 in 23S ribosomal RNA; Belongs to the pseudouridine synthase RluA family.",9.117631,7.9648557,Unclassified,#ff00c3
Plate1_Drawer3 31-Jul-2025 10-11-19,B1,flgB,VC_2200,"Flagellar basal-body rod protein FlgB; Structural component of flagellum, the bacterial motility apparatus. Part of the rod structure of flagellar basal body.",10.761762,-1.5768255,Motility,#ff0004
Plate1_Drawer3 31-Jul-2025 10-11-19,B10,flgP,VC_2206,Conserved hypothetical protein; Identified by Glimmer2; putative.,9.014331,1.3787901,Motility,#ff0004
Plate1_Drawer3 31-Jul-2025 10-11-19,B11,fliQ,VC_2122,Flagellar biosynthetic protein FliQ; Role in flagellar biosynthesis. Belongs to the FliQ/MopD/SpaQ family.,9.777994,-1.3932991,Motility,#ff0004
